1000; 1.7284; 1.48813; 0.778102
1001; 2.89788; 1.64348; 0.764704
1002; 2.12263; 1.60359; 0.76757
1003; 2.81566; 1.5555; 0.778005
1004; 1.91176; 1.56713; 0.79245
1005; 2.96985; 1.61394; 0.776491
1006; 2.1284; 1.63866; 0.771439
1007; 3.10914; 1.58977; 0.778685
1008; 1.82706; 1.52436; 0.771955
1009; 3.17566; 1.60784; 0.815083
1010; 2.21313; 1.68584; 0.792245
1011; 2.95396; 1.61592; 0.787588
1012; 3.08773; 1.63545; 0.784045
1013; 3.17973; 1.66023; 0.7955
1014; 2.13926; 1.7115; 0.791912
1015; 3.16362; 1.71035; 0.802132
1016; 1.89827; 1.5676; 0.796605
1017; 2.95967; 1.70845; 0.80052
1018; 2.18669; 1.68608; 0.817922
1019; 3.23389; 1.67439; 0.807179
1020; 2.0154; 1.61836; 0.815444
1021; 3.32808; 1.70917; 0.805219
1022; 2.24677; 1.63982; 0.822193
1023; 3.30446; 1.49026; 0.809864
1024; 6.095; 1.69804; 0.812073
1025; 2.9677; 1.4992; 0.820711
1026; 2.19964; 1.5147; 0.827747
1027; 2.29099; 1.52688; 0.827859
1028; 1.92932; 1.53095; 0.845193
1029; 2.72482; 1.53684; 0.83402
1030; 2.21346; 1.54474; 0.838172
1031; 2.72521; 1.57105; 0.841506
1032; 1.90468; 1.5576; 0.832861
1033; 2.68867; 1.56337; 0.851269
1034; 2.19557; 1.5621; 0.842269
1035; 2.67257; 1.57393; 0.852062
1036; 2.01164; 1.57632; 0.848197
1037; 2.72416; 1.58954; 0.847843
1038; 2.24311; 1.5863; 0.856797
1039; 2.777; 1.59747; 0.860384
1040; 1.9478; 1.59184; 0.85603
1041; 2.76884; 1.59509; 0.872283
1042; 2.22658; 1.59598; 0.86748
1043; 2.21207; 1.60634; 0.8834
1044; 2.0888; 1.61479; 0.879523
1045; 2.79906; 1.61721; 0.877104
1046; 2.30936; 1.63003; 0.880813
1047; 2.86355; 1.62654; 0.877266
1048; 1.98607; 1.63004; 0.877633
1049; 2.88116; 1.63455; 0.885264
1050; 2.10692; 1.6325; 0.889273
1051; 2.86344; 1.6548; 0.8837
1052; 2.91305; 1.67285; 0.887504
1053; 2.88537; 1.66589; 0.88626
1054; 2.38002; 1.66898; 0.897867
1055; 2.93657; 1.68913; 0.914347
1056; 2.06123; 1.67086; 0.892462
1057; 3.32431; 1.68744; 0.907286
1058; 2.40834; 1.68781; 0.906213
1059; 3.0071; 1.70827; 0.925385
1060; 2.22359; 1.7004; 0.921281
1061; 3.01779; 1.70547; 0.911081
1062; 2.24918; 1.72234; 0.92272
1063; 3.07257; 1.72304; 0.921362
1064; 2.08644; 1.72236; 0.933044
1065; 3.55007; 1.85695; 0.929274
1066; 2.48002; 1.738; 0.931642
1067; 3.12568; 1.74146; 0.930578
1068; 2.23974; 1.7476; 0.933963
1069; 3.18115; 1.76454; 0.945809
1070; 2.54803; 1.76418; 0.948835
1071; 2.76327; 1.76304; 0.941733
1072; 2.17843; 1.74674; 0.948648
1073; 3.1914; 1.76717; 0.949011
1074; 2.55451; 1.78446; 0.955902
1075; 3.18263; 1.78696; 0.951404
1076; 2.20172; 1.78664; 0.9574
1077; 3.2433; 1.80693; 0.985072
1078; 2.43148; 1.81622; 0.971143
1079; 3.3087; 1.82065; 0.968078
